Sample,Roll,Pitch,Yaw
74,19.719,42.76,281.078
75,19.664,42.687,281.084
76,19.608,42.615,281.09
77,19.554,42.542,281.097
78,19.5,42.469,281.105
79,19.445,42.397,281.112
80,19.392,42.324,281.12
81,19.339,42.251,281.129
82,19.286,42.179,281.137
83,19.232,42.106,281.144
84,19.179,42.032,281.152
85,19.126,41.958,281.16
86,19.071,41.884,281.168
87,19.018,41.81,281.176
88,18.964,41.736,281.183
89,18.91,41.661,281.193
90,18.857,41.586,281.202
91,18.803,41.512,281.21
92,18.75,41.437,281.22
93,18.696,41.362,281.229
94,18.644,41.289,281.24
95,18.591,41.215,281.25
96,18.537,41.142,281.259
97,18.484,41.069,281.27
98,18.432,40.995,281.281
99,18.38,40.921,281.291
100,18.328,40.847,281.302
101,18.275,40.773,281.313
102,18.223,40.699,281.324
103,18.168,40.625,281.334
104,18.118,40.551,281.347
105,18.066,40.477,281.358
106,18.015,40.403,281.371
107,17.962,40.328,281.382
108,17.911,40.254,281.395
109,17.861,40.181,281.409
110,17.811,40.108,281.424
111,17.76,40.034,281.437
112,17.708,39.961,281.451
113,17.657,39.886,281.465
114,17.607,39.811,281.479
115,17.557,39.735,281.494
116,17.507,39.659,281.508
117,17.456,39.583,281.521
118,17.405,39.507,281.535
119,17.353,39.432,281.547
120,17.301,39.355,281.559
121,17.248,39.279,281.572
122,17.197,39.203,281.585
123,17.144,39.126,281.597
124,17.093,39.051,281.611
125,17.041,38.976,281.623
126,16.989,38.9,281.636
127,16.938,38.824,281.65
128,16.887,38.748,281.664
129,16.836,38.672,281.678
130,16.785,38.595,281.693
131,16.735,38.519,281.709
132,16.686,38.442,281.725
133,16.635,38.366,281.74
134,16.586,38.291,281.757
135,16.536,38.214,281.771
136,16.485,38.138,281.786
137,16.434,38.062,281.801
138,16.384,37.985,281.816
139,16.333,37.909,281.832
140,16.282,37.832,281.848
141,16.232,37.756,281.864
142,16.181,37.679,281.881
143,16.132,37.602,281.898
144,16.082,37.525,281.915
145,16.031,37.447,281.93
146,15.981,37.368,281.946
147,15.93,37.289,281.962
148,15.88,37.21,281.978
149,15.829,37.131,281.994
150,15.777,37.05,282.008
151,15.726,36.97,282.023
152,15.673,36.89,282.036
153,15.622,36.809,282.051
154,15.57,36.728,282.066
155,15.519,36.649,282.082
156,15.469,36.569,282.1
157,15.419,36.49,282.117
158,15.369,36.411,282.135
159,15.319,36.332,282.152
160,15.268,36.252,282.169
161,15.218,36.172,282.187
162,15.168,36.091,282.204
163,15.12,36.01,282.223
164,15.07,35.929,282.241
165,15.021,35.849,282.261
166,14.972,35.769,282.281
167,14.923,35.689,282.3
168,14.873,35.61,282.32
169,14.824,35.53,282.339
170,14.774,35.449,282.358
171,14.725,35.369,282.377
172,14.675,35.288,282.396
173,14.625,35.208,282.414
174,14.575,35.128,282.433
175,14.526,35.048,282.453
176,14.478,34.967,282.474
177,14.429,34.887,282.495
178,14.38,34.807,282.515
179,14.331,34.726,282.536
180,14.282,34.646,282.556
181,14.233,34.564,282.576
182,14.184,34.483,282.597
183,14.134,34.403,282.617
184,14.085,34.322,282.637
185,14.037,34.24,282.658
186,13.988,34.159,282.68
187,13.938,34.078,282.701
188,13.89,33.997,282.722
189,13.841,33.915,282.744
190,13.792,33.834,282.765
191,13.744,33.753,282.788
192,13.695,33.672,282.809
193,13.646,33.591,282.831
194,13.598,33.509,282.853
195,13.55,33.427,282.877
196,13.503,33.346,282.901
197,13.456,33.264,282.925
198,13.409,33.183,282.949
199,13.362,33.102,282.974
200,13.314,33.02,282.998
201,13.268,32.94,283.023
202,13.22,32.859,283.049
203,13.174,32.778,283.074
204,13.127,32.697,283.1
205,13.08,32.616,283.125
206,13.033,32.534,283.149
207,12.985,32.452,283.173
208,12.938,32.371,283.198
209,12.89,32.289,283.223
210,12.842,32.207,283.248
211,12.796,32.123,283.274
212,12.75,32.04,283.3
213,12.703,31.958,283.326
214,12.656,31.875,283.353
215,12.61,31.792,283.379
216,12.564,31.706,283.405
217,12.517,31.622,283.431
218,12.47,31.536,283.456
219,12.424,31.451,283.482
220,12.377,31.365,283.509
221,12.33,31.278,283.533
222,12.282,31.192,283.557
223,12.233,31.105,283.582
224,12.184,31.02,283.605
225,12.137,30.933,283.63
226,12.089,30.847,283.654
227,12.043,30.764,283.682
228,11.997,30.681,283.711
229,11.951,30.599,283.739
230,11.904,30.517,283.768
231,11.858,30.434,283.797
232,11.811,30.348,283.823
233,11.763,30.261,283.849
234,11.715,30.175,283.875
235,11.668,30.088,283.901
236,11.621,30.002,283.928
237,11.573,29.915,283.954
238,11.526,29.828,283.981
239,11.479,29.741,284.007
240,11.432,29.655,284.034
241,11.385,29.568,284.06
242,11.341,29.484,284.091
243,11.294,29.401,284.121
244,11.248,29.318,284.151
245,11.203,29.234,284.182
246,11.159,29.15,284.213
247,11.111,29.063,284.241
248,11.063,28.978,284.267
249,11.018,28.89,284.295
250,10.969,28.804,284.322
251,10.921,28.718,284.349
252,10.875,28.632,284.378
253,10.829,28.544,284.408
254,10.784,28.457,284.437
255,10.738,28.369,284.467
256,10.692,28.282,284.497
257,10.647,28.196,284.529
258,10.601,28.11,284.56
259,10.557,28.023,284.591
260,10.511,27.937,284.622
261,10.466,27.851,284.654
262,10.42,27.762,284.684
263,10.375,27.673,284.715
264,10.33,27.584,284.747
265,10.284,27.495,284.777
266,10.239,27.406,284.809
267,10.193,27.317,284.84
268,10.147,27.228,284.869
269,10.101,27.139,284.901
270,10.056,27.05,284.931
271,10.011,26.961,284.963
272,9.966,26.872,284.995
273,9.92,26.781,285.026
274,9.873,26.693,285.057
275,9.827,26.603,285.089
276,9.781,26.512,285.121
277,9.735,26.422,285.152
278,9.691,26.336,285.188
279,9.646,26.252,285.224
280,9.603,26.166,285.261
281,9.56,26.081,285.298
282,9.515,25.995,285.335
283,9.469,25.904,285.367
284,9.425,25.814,285.4
285,9.381,25.723,285.434
286,9.335,25.631,285.467
287,9.29,25.539,285.501
288,9.246,25.449,285.534
289,9.199,25.359,285.568
290,9.155,25.269,285.603
291,9.11,25.178,285.637
292,9.065,25.088,285.672
293,9.02,24.998,285.708
294,8.974,24.909,285.744
295,8.932,24.819,285.782
296,8.889,24.729,285.819
297,8.844,24.639,285.857
298,8.801,24.549,285.895
299,8.758,24.46,285.933
300,8.714,24.369,285.97
301,8.671,24.279,286.008
302,8.627,24.189,286.045
303,8.583,24.099,286.084
304,8.541,24.01,286.124
305,8.495,23.923,286.163
306,8.452,23.834,286.203
307,8.409,23.744,286.241
308,8.366,23.655,286.28
309,8.321,23.563,286.317
310,8.276,23.472,286.353
311,8.23,23.381,286.389
312,8.185,23.289,286.425
313,8.141,23.197,286.463
314,8.098,23.108,286.504
315,8.055,23.017,286.544
316,8.012,22.928,286.584
317,7.967,22.837,286.625
318,7.923,22.747,286.665
319,7.879,22.655,286.703
320,7.836,22.562,286.742
321,7.792,22.469,286.781
322,7.748,22.376,286.819
323,7.703,22.282,286.857
324,7.659,22.189,286.896
325,7.613,22.095,286.934
326,7.569,22.001,286.972
327,7.523,21.907,287.01
328,7.478,21.813,287.048
329,7.432,21.72,287.088
330,7.386,21.626,287.127
331,7.342,21.533,287.167
332,7.297,21.44,287.207
333,7.252,21.345,287.247
334,7.208,21.252,287.288
335,7.166,21.156,287.329
336,7.123,21.062,287.371
337,7.08,20.967,287.412
338,7.036,20.871,287.454
339,6.994,20.779,287.497
340,6.949,20.687,287.54
341,6.907,20.595,287.584
342,6.862,20.504,287.627
343,6.819,20.412,287.671
344,6.776,20.321,287.716
345,6.733,20.23,287.762
346,6.692,20.14,287.809
347,6.65,20.048,287.856
348,6.608,19.956,287.903
349,6.566,19.866,287.951
350,6.523,19.774,287.996
351,6.482,19.681,288.044
352,6.442,19.587,288.091
353,6.4,19.494,288.138
354,6.355,19.402,288.184
355,6.314,19.307,288.23
356,6.272,19.212,288.275
357,6.231,19.115,288.321
358,6.19,19.02,288.366
359,6.148,18.924,288.413
360,6.105,18.828,288.456
361,6.06,18.733,288.5
362,6.015,18.64,288.544
363,5.969,18.544,288.587
364,5.924,18.448,288.632
365,5.882,18.353,288.68
366,5.84,18.259,288.728
367,5.798,18.164,288.776
368,5.757,18.068,288.825
369,5.716,17.972,288.874
370,5.674,17.878,288.922
371,5.631,17.784,288.97
372,5.589,17.69,289.019
373,5.545,17.597,289.067
374,5.503,17.503,289.117
375,5.459,17.405,289.164
376,5.417,17.306,289.21
377,5.372,17.209,289.256
378,5.327,17.112,289.303
379,5.281,17.015,289.349
380,5.236,16.919,289.396
381,5.192,16.823,289.444
382,5.148,16.727,289.493
383,5.106,16.63,289.542
384,5.065,16.532,289.591
385,5.022,16.437,289.642
386,4.98,16.341,289.693
387,4.937,16.246,289.744
388,4.892,16.152,289.794
389,4.847,16.056,289.844
390,4.803,15.961,289.894
391,4.76,15.869,289.948
392,4.72,15.777,290.005
393,4.68,15.684,290.06
394,4.64,15.591,290.117
395,4.6,15.499,290.172
396,4.561,15.4,290.224
397,4.516,15.304,290.274
398,4.474,15.207,290.326
399,4.43,15.11,290.378
400,4.387,15.013,290.431
401,4.348,14.913,290.486
402,4.31,14.813,290.541
403,4.273,14.713,290.597
404,4.234,14.614,290.652
405,4.194,14.514,290.707
406,4.155,14.419,290.764
407,4.112,14.324,290.819
408,4.067,14.23,290.874
409,4.023,14.134,290.93
410,3.983,14.039,290.987
411,3.941,13.946,291.046
412,3.903,13.851,291.105
413,3.864,13.756,291.163
414,3.823,13.662,291.222
415,3.782,13.567,291.281
416,3.741,13.467,291.336
417,3.698,13.366,291.39
418,3.655,13.266,291.445
419,3.612,13.165,291.5
420,3.568,13.064,291.555
421,3.531,12.965,291.614
422,3.492,12.866,291.672
423,3.453,12.768,291.732
424,3.412,12.671,291.791
425,3.371,12.572,291.849
426,3.329,12.474,291.907
427,3.286,12.376,291.965
428,3.243,12.278,292.024
429,3.204,12.18,292.085
430,3.162,12.081,292.145
431,3.12,11.983,292.205
432,3.076,11.888,292.264
433,3.032,11.792,292.323
434,2.988,11.697,292.383
435,2.943,11.601,292.442
436,2.901,11.505,292.502
437,2.861,11.407,292.565
438,2.823,11.308,292.629
439,2.784,11.21,292.693
440,2.746,11.11,292.757
441,2.709,11.011,292.822
442,2.666,10.913,292.882
443,2.627,10.814,292.944
444,2.588,10.717,293.007
445,2.546,10.618,293.069
446,2.504,10.521,293.133
447,2.463,10.421,293.195
448,2.424,10.32,293.258
449,2.383,10.219,293.32
450,2.339,10.119,293.383
451,2.302,10.016,293.447
452,2.26,9.921,293.512
453,2.223,9.823,293.577
454,2.186,9.726,293.643
455,2.146,9.63,293.71
456,2.106,9.534,293.777
457,2.065,9.436,293.845
458,2.026,9.337,293.912
459,1.987,9.236,293.978
460,1.945,9.137,294.044
461,1.905,9.037,294.112
462,1.862,8.947,294.181
463,1.82,8.855,294.249
464,1.776,8.763,294.317
465,1.731,8.672,294.385
466,1.689,8.58,294.456
467,1.647,8.482,294.523
468,1.605,8.382,294.588
469,1.565,8.282,294.654
470,1.525,8.183,294.722
471,1.488,8.083,294.792
472,1.451,7.982,294.859
473,1.41,7.881,294.927
474,1.37,7.78,294.995
475,1.329,7.679,295.064
476,1.292,7.577,295.134
477,1.256,7.476,295.205
478,1.214,7.383,295.277
479,1.175,7.288,295.351
480,1.138,7.193,295.425
481,1.1,7.098,295.5
482,1.059,7.004,295.575
483,1.022,6.902,295.644
484,0.984,6.799,295.713
485,0.945,6.696,295.783
486,0.904,6.594,295.852
487,0.861,6.494,295.921
488,0.824,6.394,295.996
489,0.79,6.292,296.068
490,0.757,6.189,296.143
491,0.717,6.09,296.219
492,0.684,5.989,296.295
493,0.643,5.896,296.373
494,0.602,5.804,296.452
495,0.563,5.71,296.53
496,0.524,5.616,296.608
497,0.488,5.523,296.688
498,0.452,5.423,296.766
499,0.411,5.323,296.841
500,0.372,5.222,296.917
501,0.337,5.12,296.993
502,0.302,5.017,297.07
503,0.26,4.918,297.145
504,0.224,4.818,297.222
505,0.184,4.718,297.298
506,0.148,4.62,297.376
507,0.11,4.518,297.453
508,0.077,4.426,297.541
509,0.043,4.332,297.627
510,0.005,4.24,297.712
511,-0.031,4.149,297.802
512,-0.066,4.057,297.89
513,-0.1,3.967,297.979
514,-0.127,3.87,298.068
515,-0.162,3.778,298.157
516,-0.186,3.678,298.244
517,-0.219,3.584,298.334
518,-0.249,3.494,298.427
519,-0.288,3.406,298.517
520,-0.325,3.314,298.605
521,-0.354,3.221,298.696
522,-0.392,3.135,298.788
523,-0.429,3.045,298.879
524,-0.469,2.961,298.972
525,-0.507,2.876,299.064
526,-0.541,2.79,299.157
527,-0.578,2.706,299.252
528,-0.607,2.619,299.346
529,-0.639,2.539,299.448
530,-0.669,2.459,299.551
531,-0.694,2.376,299.652
532,-0.718,2.286,299.748
533,-0.75,2.208,299.852
534,-0.769,2.117,299.95
535,-0.787,2.027,300.05
536,-0.82,1.952,300.156
537,-0.842,1.867,300.26
538,-0.868,1.78,300.36
539,-0.898,1.696,300.458
540,-0.932,1.616,300.557
541,-0.961,1.537,300.66
542,-0.994,1.453,300.757
543,-1.023,1.371,300.858
544,-1.043,1.296,300.966
545,-1.071,1.218,301.07
546,-1.096,1.142,301.177
547,-1.129,1.066,301.282
548,-1.154,0.993,301.392
549,-1.18,0.917,301.5
550,-1.202,0.85,301.616
551,-1.212,0.774,301.728
552,-1.227,0.701,301.84
553,-1.244,0.627,301.952
554,-1.263,0.544,302.057
555,-1.272,0.474,302.172
556,-1.279,0.411,302.29
557,-1.294,0.332,302.398
558,-1.309,0.258,302.508
559,-1.314,0.182,302.619
560,-1.328,0.113,302.734
561,-1.325,0.046,302.851
562,-1.33,-0.011,302.972
563,-1.359,-0.077,303.086
564,-1.374,-0.135,303.206
565,-1.387,-0.189,303.329
566,-1.416,-0.233,303.453
567,-1.43,-0.28,303.578
568,-1.444,-0.326,303.705
569,-1.471,-0.369,303.831
570,-1.483,-0.418,303.956
571,-1.5,-0.456,304.085
572,-1.516,-0.518,304.204
573,-1.533,-0.561,304.332
574,-1.544,-0.6,304.461
575,-1.56,-0.651,304.585
576,-1.571,-0.705,304.708
577,-1.578,-0.738,304.839
578,-1.587,-0.769,304.97
579,-1.578,-0.8,305.101
580,-1.58,-0.84,305.229
581,-1.585,-0.878,305.357
582,-1.584,-0.932,305.479
583,-1.594,-0.955,305.611
584,-1.579,-0.973,305.742
585,-1.576,-0.991,305.867
586,-1.567,-1.014,305.992
587,-1.547,-1.04,306.113
588,-1.516,-1.057,306.233
589,-1.504,-1.062,306.357
590,-1.476,-1.083,306.473
591,-1.49,-1.097,306.591
592,-1.494,-1.104,306.709
593,-1.493,-1.114,306.827
594,-1.479,-1.106,306.943
595,-1.465,-1.11,307.054
596,-1.447,-1.13,307.162
597,-1.437,-1.153,307.27
598,-1.432,-1.15,307.378
599,-1.408,-1.145,307.485
600,-1.428,-1.151,307.614
601,-1.433,-1.17,307.743
602,-1.443,-1.186,307.873
603,-1.448,-1.194,308.003
604,-1.444,-1.205,308.131
605,-1.447,-1.209,308.259
606,-1.421,-1.195,308.344
607,-1.404,-1.175,308.429
608,-1.366,-1.16,308.51
609,-1.327,-1.153,308.59
610,-1.323,-1.134,308.673
611,-1.319,-1.124,308.78
612,-1.328,-1.114,308.886
613,-1.32,-1.099,308.99
614,-1.316,-1.09,309.093
615,-1.287,-1.081,309.192
616,-1.235,-1.044,309.217
617,-1.199,-0.991,309.243
618,-1.173,-0.952,309.271
619,-1.126,-0.909,309.297
620,-1.072,-0.878,309.323
621,-1.073,-0.897,309.438
622,-1.073,-0.906,309.553
623,-1.08,-0.913,309.668
624,-1.072,-0.94,309.78
625,-1.053,-0.931,309.891
626,-1.058,-0.951,309.995
627,-1.025,-0.946,310.097
628,-1.023,-0.957,310.2
629,-1.035,-0.976,310.301
630,-1.028,-0.962,310.401
631,-1.018,-0.987,310.505
632,-1.009,-0.968,310.607
633,-1.026,-1.002,310.706
634,-1.035,-1.006,310.807
635,-1.05,-0.998,310.908
636,-1.06,-0.982,310.99
637,-1.036,-0.978,311.072
638,-1.02,-0.943,311.15
639,-1.013,-0.916,311.229
640,-1.014,-0.895,311.307
641,-0.99,-0.865,311.359
642,-0.941,-0.838,311.408
643,-0.935,-0.836,311.46
644,-0.91,-0.808,311.511
645,-0.885,-0.796,311.562
646,-0.862,-0.767,311.611
647,-0.848,-0.762,311.683
648,-0.855,-0.754,311.753
649,-0.867,-0.732,311.822
650,-0.849,-0.721,311.89
651,-0.84,-0.723,311.958
652,-0.836,-0.772,312.059
653,-0.852,-0.806,312.162
654,-0.872,-0.811,312.267
655,-0.879,-0.815,312.372
656,-0.857,-0.838,312.473
657,-0.817,-0.789,312.505
658,-0.796,-0.786,312.543
659,-0.781,-0.787,312.579
660,-0.756,-0.777,312.615
661,-0.733,-0.758,312.65
662,-0.75,-0.747,312.734
663,-0.748,-0.742,312.819
664,-0.741,-0.743,312.902
665,-0.739,-0.717,312.982
666,-0.728,-0.707,313.063
667,-0.708,-0.677,313.1
668,-0.681,-0.671,313.139
669,-0.662,-0.666,313.177
670,-0.657,-0.664,313.215
671,-0.631,-0.655,313.251
672,-0.603,-0.653,313.291
673,-0.592,-0.622,313.331
674,-0.569,-0.609,313.37
675,-0.589,-0.585,313.409
676,-0.585,-0.569,313.448
677,-0.579,-0.573,313.473
678,-0.575,-0.548,313.498
679,-0.573,-0.518,313.522
680,-0.577,-0.472,313.546
681,-0.562,-0.46,313.571
682,-0.581,-0.454,313.651
683,-0.595,-0.475,313.728
684,-0.602,-0.482,313.804
685,-0.618,-0.476,313.879
686,-0.615,-0.491,313.952
687,-0.593,-0.498,314.01
688,-0.604,-0.48,314.067
689,-0.615,-0.466,314.122
690,-0.604,-0.465,314.177
691,-0.612,-0.446,314.232
692,-0.595,-0.443,314.284
693,-0.583,-0.422,314.313
694,-0.573,-0.435,314.342
695,-0.55,-0.42,314.37
696,-0.531,-0.407,314.399
697,-0.505,-0.399,314.427
698,-0.465,-0.38,314.436
699,-0.464,-0.374,314.447
700,-0.439,-0.348,314.457
701,-0.427,-0.322,314.468
702,-0.411,-0.321,314.479
703,-0.424,-0.325,314.563
704,-0.446,-0.358,314.641
705,-0.475,-0.363,314.72
706,-0.486,-0.384,314.799
707,-0.48,-0.384,314.876
708,-0.498,-0.366,314.922
709,-0.497,-0.349,314.968
710,-0.501,-0.346,315.013
711,-0.522,-0.359,315.057
712,-0.54,-0.351,315.1
713,-0.53,-0.384,315.147
714,-0.533,-0.385,315.194
715,-0.546,-0.397,315.24
716,-0.511,-0.38,315.283
717,-0.518,-0.397,315.327
718,-0.471,-0.373,315.317
719,-0.444,-0.348,315.306
720,-0.422,-0.326,315.296
721,-0.385,-0.301,315.286
722,-0.363,-0.283,315.277
723,-0.339,-0.299,315.282
724,-0.328,-0.279,315.287
725,-0.297,-0.264,315.292
726,-0.295,-0.222,315.298
727,-0.282,-0.216,315.305
728,-0.306,-0.235,315.396
729,-0.306,-0.227,315.489
730,-0.326,-0.273,315.573
731,-0.346,-0.304,315.659
732,-0.362,-0.342,315.743
733,-0.39,-0.355,315.827
734,-0.39,-0.354,315.881
735,-0.363,-0.387,315.931
736,-0.373,-0.373,315.983
737,-0.376,-0.356,316.034
738,-0.39,-0.342,316.083
739,-0.367,-0.302,316.075
740,-0.343,-0.274,316.068
741,-0.311,-0.228,316.062
742,-0.316,-0.212,316.055
743,-0.313,-0.22,316.049
744,-0.33,-0.235,316.122
745,-0.344,-0.246,316.195
746,-0.392,-0.262,316.26
747,-0.405,-0.274,316.329
748,-0.411,-0.275,316.396
749,-0.414,-0.26,316.426
750,-0.401,-0.273,316.455
751,-0.405,-0.243,316.483
752,-0.388,-0.255,316.511
753,-0.377,-0.267,316.539
754,-0.355,-0.262,316.551
755,-0.334,-0.24,316.562
756,-0.292,-0.24,316.573
757,-0.275,-0.23,316.585
758,-0.301,-0.196,316.597
759,-0.28,-0.185,316.601
760,-0.261,-0.156,316.606
761,-0.242,-0.145,316.611
762,-0.222,-0.126,316.617
763,-0.183,-0.107,316.622
764,-0.176,-0.097,316.628
765,-0.16,-0.105,316.634
766,-0.129,-0.075,316.639
767,-0.111,-0.081,316.645
768,-0.091,-0.072,316.652
769,-0.105,-0.109,316.698
770,-0.094,-0.114,316.745
771,-0.117,-0.137,316.79
772,-0.123,-0.162,316.833
773,-0.125,-0.155,316.876
774,-0.148,-0.162,316.9
775,-0.141,-0.179,316.922
776,-0.122,-0.157,316.944
777,-0.133,-0.177,316.966
778,-0.125,-0.202,316.988
779,-0.11,-0.2,317.008
780,-0.082,-0.163,316.977
781,-0.077,-0.151,316.944
782,-0.048,-0.117,316.914
783,-0.036,-0.076,316.884
784,-0.031,-0.041,316.854
785,-0.019,-0.04,316.839
786,0.001,-0.048,316.824
787,-0.016,-0.043,316.81
788,-0.018,-0.045,316.796
789,0.001,-0.032,316.782
790,-0.053,-0.039,316.8
791,-0.07,-0.057,316.819
792,-0.073,-0.059,316.837
793,-0.08,-0.045,316.854
794,-0.084,-0.041,316.872
795,-0.074,-0.006,316.856
796,-0.044,0.017,316.842
797,-0.037,0.036,316.828
798,-0.028,0.036,316.814
799,0.002,0.066,316.801
800,0.032,0.074,316.755
801,0.066,0.086,316.709
802,0.092,0.102,316.665
803,0.105,0.112,316.619
804,0.129,0.138,316.575
805,0.073,0.109,316.625
806,0.02,0.1,316.674
807,-0.023,0.076,316.724
808,-0.06,0.028,316.77
809,-0.084,-0.002,316.817
810,-0.065,-0.006,316.797
811,-0.034,0.01,316.777
812,-0.02,0.007,316.757
813,-0.017,0.017,316.738
814,0.001,0.033,316.719
815,-0.005,-0.002,316.766
816,-0.042,-0.014,316.811
817,-0.056,-0.027,316.856
818,-0.075,-0.025,316.9
819,-0.114,0.003,316.941
820,-0.091,0.021,316.959
821,-0.143,-0.022,316.976
822,-0.156,-0.007,316.994
823,-0.155,-0.049,317.011
824,-0.176,-0.053,317.028
825,-0.193,-0.081,317.044
826,-0.173,-0.091,317.032
827,-0.145,-0.073,317.02
828,-0.127,-0.038,317.009
829,-0.104,-0.008,316.997
830,-0.087,0.015,316.987
831,-0.077,0.02,316.989
832,-0.055,0.022,316.991
833,-0.064,0.051,316.993
834,-0.036,0.052,316.996
835,-0.014,0.056,316.998
836,-0.008,0.057,316.976
837,0.011,0.063,316.953
838,0.007,0.076,316.932
839,0.007,0.094,316.911
840,0.01,0.101,316.89
841,-0.014,0.084,316.894
842,-0.019,0.107,316.898
843,-0.005,0.13,316.902
844,-0.014,0.113,316.906
845,0,0.106,316.909
846,-0.022,0.084,316.931
847,-0.023,0.061,316.952
848,-0.008,0.057,316.973
849,-0.006,0.098,316.992
850,0.002,0.017,317.009
851,0.01,0.082,317.01
852,0.014,0.159,317.012
853,0.017,0.09,317.014
854,0.019,0.119,317.017
855,0.029,0.083,317.02
856,0.014,0.086,317.036
857,-0.009,0.08,317.052
858,-0.016,0.087,317.067
859,-0.024,0.078,317.082
860,-0.03,0.071,317.097
861,-0.003,0.082,317.08
862,0.008,0.111,317.063
863,0.037,0.111,317.047
864,0.054,0.114,317.031
865,0.049,0.126,317.015
866,0.072,0.13,317
867,0.024,0.118,317.041
868,0.004,0.078,317.081
869,0.009,0.021,317.119
870,-0.022,0.014,317.158
871,-0.051,0.019,317.195
872,-0.038,0.025,317.164
873,-0.011,0.044,317.134
874,-0.011,0.066,317.103
875,0.012,0.113,317.076
876,0.03,0.113,317.047
877,0.02,0.11,317.057
878,0.039,0.087,317.067
879,0.015,0.07,317.076
880,-0.008,0.084,317.085
881,-0.02,0.036,317.094
882,-0.034,0.057,317.103
883,-0.026,0.045,317.111
884,-0.032,0.049,317.12
885,-0.055,0.063,317.128
886,-0.036,0.051,317.136
887,-0.029,0.051,317.135
888,-0.02,0.082,317.135
889,-0.015,0.066,317.135
890,-0.014,0.1,317.135
891,-0.009,0.108,317.135
892,-0.008,0.105,317.156
893,-0.02,0.066,317.175
894,-0.037,0.051,317.195
895,-0.02,0.012,317.213
896,-0.016,-0.026,317.231
897,-0.014,-0.017,317.22
898,-0.003,0.001,317.21
899,0.003,-0.001,317.2
900,0.015,-0.005,317.191
901,0.023,-0.009,317.181
902,0.024,0.019,317.144
903,0.054,0.033,317.107
904,0.099,0.044,317.072
905,0.114,0.058,317.036
906,0.145,0.082,317.001
907,0.115,0.062,317.026
908,0.136,0.14,317.046
909,0.196,0.117,317.068
910,0.219,0.209,317.086
911,0.233,0.128,317.107
912,0.172,0.146,317.128
913,0.147,0.178,317.132
914,0.167,0.229,317.135
915,0.18,0.248,317.138
916,0.152,0.204,317.142
917,0.147,0.219,317.146
918,0.141,0.161,317.191
919,0.113,0.111,317.235
920,0.094,0.086,317.281
921,0.071,0.097,317.326
922,0.059,0.057,317.368
923,0.02,0.018,317.442
924,-0.017,-0.023,317.513
925,-0.028,-0.053,317.587
926,-0.058,-0.076,317.659
927,-0.091,-0.074,317.729
928,-0.081,-0.073,317.707
929,-0.072,-0.059,317.685
930,-0.051,-0.035,317.664
931,-0.052,-0.011,317.644
932,-0.042,0.003,317.624
933,-0.045,0.02,317.597
934,-0.024,0.042,317.572
935,0.01,0.04,317.549
936,0.012,0.051,317.524
937,0.015,0.072,317.501
938,0.003,0.052,317.526
939,-0.021,0.03,317.55
940,-0.036,0.029,317.573
941,-0.031,0.025,317.596
942,-0.075,0.015,317.618
943,-0.045,0.046,317.599
944,-0.025,0.058,317.58
945,-0.012,0.059,317.561
946,-0.023,0.069,317.542
947,-0.02,0.089,317.524
948,-0.005,0.084,317.527
949,-0.033,0.076,317.529
950,-0.013,0.055,317.532
951,-0.013,0.06,317.534
952,-0.034,0.041,317.536
