Samples, Mx, My, Mz
10713, 36.245, -7.295, 15.638
10714, 36.245, -7.295, 15.638
10715, 36.245, -7.295, 15.638
10716, 36.245, -7.295, 15.638
10717, 37.421, -9.575, 16.393
10718, 37.421, -9.575, 16.393
10719, 37.421, -9.575, 16.393
10720, 37.421, -9.575, 16.393
10721, 37.421, -9.575, 16.393
10722, 35.216, -8.359, 15.638
10723, 35.216, -8.359, 15.638
10724, 35.216, -8.359, 15.638
10725, 35.216, -8.359, 15.638
10726, 35.216, -8.359, 15.638
10727, 37.568, -10.791, 14.127
10728, 37.568, -10.791, 14.127
10729, 37.568, -10.791, 14.127
10730, 37.568, -10.791, 14.127
10731, 37.568, -10.791, 14.127
10732, 36.833, -10.791, 13.069
10733, 36.833, -10.791, 13.069
10734, 36.833, -10.791, 13.069
10735, 36.833, -10.791, 13.069
10736, 36.833, -10.791, 13.069
10737, 37.421, -12.007, 10.803
10738, 37.421, -12.007, 10.803
10739, 37.421, -12.007, 10.803
10740, 37.421, -12.007, 10.803
10741, 37.421, -12.007, 10.803
10742, 37.568, -14.438, 8.839
10743, 37.568, -14.438, 8.839
10744, 37.568, -14.438, 8.839
10745, 37.568, -14.438, 8.839
10746, 37.568, -14.438, 8.839
10747, 38.009, -14.590, 8.385
10748, 38.009, -14.590, 8.385
10749, 38.009, -14.590, 8.385
10750, 38.009, -14.590, 8.385
10751, 38.009, -14.590, 8.385
10752, 37.127, -14.894, 7.479
10753, 37.127, -14.894, 7.479
10754, 37.127, -14.894, 7.479
10755, 37.127, -14.894, 7.479
10756, 37.127, -14.894, 7.479
10757, 38.009, -15.806, 6.572
10758, 38.009, -15.806, 6.572
10759, 38.009, -15.806, 6.572
10760, 38.009, -15.806, 6.572
10761, 38.009, -15.806, 6.572
10762, 38.450, -17.174, 3.399
10763, 38.450, -17.174, 3.399
10764, 38.450, -17.174, 3.399
10765, 38.450, -17.174, 3.399
10766, 38.450, -17.174, 3.399
10767, 38.744, -17.630, 0.982
10768, 38.744, -17.630, 0.982
10769, 38.744, -17.630, 0.982
10770, 38.744, -17.630, 0.982
10771, 38.744, -17.630, 0.982
10772, 37.715, -18.694, -2.493
10773, 37.715, -18.694, -2.493
10774, 37.715, -18.694, -2.493
10775, 37.715, -18.694, -2.493
10776, 37.715, -18.694, -2.493
10777, 37.421, -19.454, -5.666
10778, 37.421, -19.454, -5.666
10779, 37.421, -19.454, -5.666
10780, 37.421, -19.454, -5.666
10781, 37.421, -19.454, -5.666
10782, 35.216, -17.934, -8.536
10783, 35.216, -17.934, -8.536
10784, 35.216, -17.934, -8.536
10785, 35.216, -17.934, -8.536
10786, 35.216, -17.934, -8.536
10787, 34.774, -18.846, -11.558
10788, 34.774, -18.846, -11.558
10789, 34.774, -18.846, -11.558
10790, 34.774, -18.846, -11.558
10791, 34.774, -18.846, -11.558
10792, 33.598, -18.542, -13.673
10793, 33.598, -18.542, -13.673
10794, 33.598, -18.542, -13.673
10795, 33.598, -18.542, -13.673
10796, 33.598, -18.542, -13.673
10797, 32.128, -18.998, -16.544
10798, 32.128, -18.998, -16.544
10799, 32.128, -18.998, -16.544
10800, 32.128, -18.998, -16.544
10801, 32.128, -18.998, -16.544
10802, 30.657, -16.870, -20.019
10803, 30.657, -16.870, -20.019
10804, 30.657, -16.870, -20.019
10805, 30.657, -16.870, -20.019
10806, 30.657, -16.870, -20.019
10807, 29.334, -17.174, -22.134
10808, 29.334, -17.174, -22.134
10809, 29.334, -17.174, -22.134
10810, 29.334, -17.174, -22.134
10811, 29.334, -17.174, -22.134
10812, 27.864, -16.110, -22.890
10813, 27.864, -16.110, -22.890
10814, 27.864, -16.110, -22.890
10815, 27.864, -16.110, -22.890
10816, 27.864, -16.110, -22.890
10817, 28.011, -15.502, -25.156
10818, 28.011, -15.502, -25.156
10819, 28.011, -15.502, -25.156
10820, 28.011, -15.502, -25.156
10821, 28.011, -15.502, -25.156
10822, 26.246, -15.198, -26.969
10823, 26.246, -15.198, -26.969
10824, 26.246, -15.198, -26.969
10825, 26.246, -15.198, -26.969
10826, 26.246, -15.198, -26.969
10827, 24.041, -14.590, -26.818
10828, 24.041, -14.590, -26.818
10829, 24.041, -14.590, -26.818
10830, 24.041, -14.590, -26.818
10831, 24.041, -14.590, -26.818
10832, 23.453, -14.134, -28.631
10833, 23.453, -14.134, -28.631
10834, 23.453, -14.134, -28.631
10835, 23.453, -14.134, -28.631
10836, 23.453, -14.134, -28.631
10837, 20.659, -13.375, -31.200
10838, 20.659, -13.375, -31.200
10839, 20.659, -13.375, -31.200
10840, 20.659, -13.375, -31.200
10841, 20.659, -13.375, -31.200
10842, 19.042, -10.639, -32.408
10843, 19.042, -10.639, -32.408
10844, 19.042, -10.639, -32.408
10845, 19.042, -10.639, -32.408
10846, 19.042, -10.639, -32.408
10847, 17.277, -12.007, -31.955
10848, 17.277, -12.007, -31.955
10849, 17.277, -12.007, -31.955
10850, 17.277, -12.007, -31.955
10851, 17.277, -12.007, -31.955
10852, 17.718, -11.703, -33.466
10853, 17.718, -11.703, -33.466
10854, 17.718, -11.703, -33.466
10855, 17.718, -11.703, -33.466
10856, 17.718, -11.703, -33.466
10857, 16.689, -10.183, -33.013
10858, 16.689, -10.183, -33.013
10859, 16.689, -10.183, -33.013
10860, 16.689, -10.183, -33.013
10861, 16.689, -10.183, -33.013
10862, 14.630, -11.095, -33.617
10863, 14.630, -11.095, -33.617
10864, 14.630, -11.095, -33.617
10865, 14.630, -11.095, -33.617
10866, 14.630, -11.095, -33.617
10867, 15.072, -8.207, -34.977
10868, 15.072, -8.207, -34.977
10869, 15.072, -8.207, -34.977
10870, 15.072, -8.207, -34.977
10871, 15.072, -8.207, -34.977
10872, 13.160, -8.055, -34.826
10873, 13.160, -8.055, -34.826
10874, 13.160, -8.055, -34.826
10875, 13.160, -8.055, -34.826
10876, 13.160, -8.055, -34.826
10877, 10.954, -6.535, -35.883
10878, 10.954, -6.535, -35.883
10879, 10.954, -6.535, -35.883
10880, 10.954, -6.535, -35.883
10881, 10.954, -6.535, -35.883
10882, 9.484, -7.447, -37.847
10883, 9.484, -7.447, -37.847
10884, 9.484, -7.447, -37.847
10885, 9.484, -7.447, -37.847
10886, 9.484, -7.447, -37.847
10887, 8.749, -3.495, -36.337
10888, 8.749, -3.495, -36.337
10889, 8.749, -3.495, -36.337
10890, 8.749, -3.495, -36.337
10891, 8.749, -3.495, -36.337
10892, 9.043, -5.319, -37.394
10893, 9.043, -5.319, -37.394
10894, 9.043, -5.319, -37.394
10895, 9.043, -5.319, -37.394
10896, 9.043, -5.319, -37.394
10897, 8.896, -2.583, -36.941
10898, 8.896, -2.583, -36.941
10899, 8.896, -2.583, -36.941
10900, 8.896, -2.583, -36.941
10901, 8.896, -2.583, -36.941
10902, 5.955, -4.255, -37.092
10903, 5.955, -4.255, -37.092
10904, 5.955, -4.255, -37.092
10905, 5.955, -4.255, -37.092
10906, 5.955, -4.255, -37.092
10907, 5.220, -3.799, -36.790
10908, 5.220, -3.799, -36.790
10909, 5.220, -3.799, -36.790
10910, 5.220, -3.799, -36.790
10911, 5.220, -3.799, -36.790
10912, 4.191, -2.279, -36.034
10913, 4.191, -2.279, -36.034
10914, 4.191, -2.279, -36.034
10915, 4.191, -2.279, -36.034
10916, 4.191, -2.279, -36.034
10917, 4.485, -2.735, -38.150
10918, 4.485, -2.735, -38.150
10919, 4.485, -2.735, -38.150
10920, 4.485, -2.735, -38.150
10921, 4.485, -2.735, -38.150
10922, 2.573, -3.647, -38.603
10923, 2.573, -3.647, -38.603
10924, 2.573, -3.647, -38.603
10925, 2.573, -3.647, -38.603
10926, 2.573, -3.647, -38.603
10927, 3.309, -2.583, -37.999
10928, 3.309, -2.583, -37.999
10929, 3.309, -2.583, -37.999
10930, 3.309, -2.583, -37.999
10931, 3.309, -2.583, -37.999
10932, 2.720, -3.039, -37.092
10933, 2.720, -3.039, -37.092
10934, 2.720, -3.039, -37.092
10935, 2.720, -3.039, -37.092
10936, 2.720, -3.039, -37.092
10937, 1.838, -3.191, -37.545
10938, 1.838, -3.191, -37.545
10939, 1.838, -3.191, -37.545
10940, 1.838, -3.191, -37.545
10941, 1.838, -3.191, -37.545
10942, 0.662, -2.279, -38.150
10943, 0.662, -2.279, -38.150
10944, 0.662, -2.279, -38.150
10945, 0.662, -2.279, -38.150
10946, 0.662, -2.279, -38.150
10947, -1.838, -2.735, -37.847
10948, -1.838, -2.735, -37.847
10949, -1.838, -2.735, -37.847
10950, -1.838, -2.735, -37.847
10951, -1.838, -2.735, -37.847
10952, -1.103, -1.975, -36.790
10953, -1.103, -1.975, -36.790
10954, -1.103, -1.975, -36.790
10955, -1.103, -1.975, -36.790
10956, -1.103, -1.975, -36.790
10957, -2.867, -1.216, -37.847
10958, -2.867, -1.216, -37.847
10959, -2.867, -1.216, -37.847
10960, -2.867, -1.216, -37.847
10961, -2.867, -1.216, -37.847
10962, -3.014, -2.127, -35.883
10963, -3.014, -2.127, -35.883
10964, -3.014, -2.127, -35.883
10965, -3.014, -2.127, -35.883
10966, -3.014, -2.127, -35.883
10967, -3.749, 0.000, -35.883
10968, -3.749, 0.000, -35.883
10969, -3.749, 0.000, -35.883
10970, -3.749, 0.000, -35.883
10971, -3.749, 0.000, -35.883
10972, -4.337, 0.608, -36.337
10973, -4.337, 0.608, -36.337
10974, -4.337, 0.608, -36.337
10975, -4.337, 0.608, -36.337
10976, -4.337, 0.608, -36.337
10977, -5.367, -0.152, -35.279
10978, -5.367, -0.152, -35.279
10979, -5.367, -0.152, -35.279
10980, -5.367, -0.152, -35.279
10981, -5.367, -0.152, -35.279
10982, -6.984, 2.280, -35.128
10983, -6.984, 2.280, -35.128
10984, -6.984, 2.280, -35.128
10985, -6.984, 2.280, -35.128
10986, -6.984, 2.280, -35.128
10987, -7.278, 3.040, -35.128
10988, -7.278, 3.040, -35.128
10989, -7.278, 3.040, -35.128
10990, -7.278, 3.040, -35.128
10991, -7.278, 3.040, -35.128
10992, -8.307, 4.104, -36.941
10993, -8.307, 4.104, -36.941
10994, -8.307, 4.104, -36.941
10995, -8.307, 4.104, -36.941
10996, -8.307, 4.104, -36.941
10997, -8.454, 6.080, -33.919
10998, -8.454, 6.080, -33.919
10999, -8.454, 6.080, -33.919
11000, -8.454, 6.080, -33.919
11001, -8.454, 6.080, -33.919
11002, -10.513, 6.992, -34.524
11003, -10.513, 6.992, -34.524
11004, -10.513, 6.992, -34.524
11005, -10.513, 6.992, -34.524
11006, -10.513, 6.992, -34.524
11007, -11.395, 8.664, -32.862
11008, -11.395, 8.664, -32.862
11009, -11.395, 8.664, -32.862
11010, -11.395, 8.664, -32.862
11011, -11.395, 8.664, -32.862
11012, -10.660, 10.184, -33.919
11013, -10.660, 10.184, -33.919
11014, -10.660, 10.184, -33.919
11015, -10.660, 10.184, -33.919
11016, -10.660, 10.184, -33.919
11017, -10.954, 11.248, -32.862
11018, -10.954, 11.248, -32.862
11019, -10.954, 11.248, -32.862
11020, -10.954, 11.248, -32.862
11021, -10.954, 11.248, -32.862
11022, -12.277, 11.096, -32.408
11023, -12.277, 11.096, -32.408
11024, -12.277, 11.096, -32.408
11025, -12.277, 11.096, -32.408
11026, -12.277, 11.096, -32.408
11027, -13.307, 12.919, -31.955
11028, -13.307, 12.919, -31.955
11029, -13.307, 12.919, -31.955
11030, -13.307, 12.919, -31.955
11031, -13.307, 12.919, -31.955
11032, -13.454, 13.831, -30.444
11033, -13.454, 13.831, -30.444
11034, -13.454, 13.831, -30.444
11035, -13.454, 13.831, -30.444
11036, -13.454, 13.831, -30.444
11037, -14.777, 14.591, -30.444
11038, -14.777, 14.591, -30.444
11039, -14.777, 14.591, -30.444
11040, -14.777, 14.591, -30.444
11041, -14.777, 14.591, -30.444
11042, -15.071, 13.983, -31.955
11043, -15.071, 13.983, -31.955
11044, -15.071, 13.983, -31.955
11045, -15.071, 13.983, -31.955
11046, -15.071, 13.983, -31.955
11047, -15.953, 13.375, -29.387
11048, -15.953, 13.375, -29.387
11049, -15.953, 13.375, -29.387
11050, -15.953, 13.375, -29.387
11051, -15.953, 13.375, -29.387
11052, -16.541, 12.007, -29.387
11053, -16.541, 12.007, -29.387
11054, -16.541, 12.007, -29.387
11055, -16.541, 12.007, -29.387
11056, -16.541, 12.007, -29.387
11057, -18.012, 13.071, -29.387
11058, -18.012, 13.071, -29.387
11059, -18.012, 13.071, -29.387
11060, -18.012, 13.071, -29.387
11061, -18.012, 13.071, -29.387
11062, -17.865, 13.223, -29.235
11063, -17.865, 13.223, -29.235
11064, -17.865, 13.223, -29.235
11065, -17.865, 13.223, -29.235
11066, -17.865, 13.223, -29.235
11067, -16.835, 12.463, -28.782
11068, -16.835, 12.463, -28.782
11069, -16.835, 12.463, -28.782
11070, -16.835, 12.463, -28.782
11071, -16.835, 12.463, -28.782
11072, -18.894, 13.679, -28.178
11073, -18.894, 13.679, -28.178
11074, -18.894, 13.679, -28.178
11075, -18.894, 13.679, -28.178
11076, -18.894, 13.679, -28.178
11077, -17.130, 13.983, -28.178
11078, -17.130, 13.983, -28.178
11079, -17.130, 13.983, -28.178
11080, -17.130, 13.983, -28.178
11081, -17.130, 13.983, -28.178
11082, -18.600, 13.679, -27.725
11083, -18.600, 13.679, -27.725
11084, -18.600, 13.679, -27.725
11085, -18.600, 13.679, -27.725
11086, -18.600, 13.679, -27.725
11087, -18.012, 12.767, -28.631
11088, -18.012, 12.767, -28.631
11089, -18.012, 12.767, -28.631
11090, -18.012, 12.767, -28.631
11091, -18.012, 12.767, -28.631
11092, -19.041, 14.895, -27.271
11093, -19.041, 14.895, -27.271
11094, -19.041, 14.895, -27.271
11095, -19.041, 14.895, -27.271
11096, -19.041, 14.895, -27.271
11097, -19.041, 15.655, -26.516
11098, -19.041, 15.655, -26.516
11099, -19.041, 15.655, -26.516
11100, -19.041, 15.655, -26.516
11101, -19.041, 15.655, -26.516
11102, -18.600, 17.327, -26.063
11103, -18.600, 17.327, -26.063
11104, -18.600, 17.327, -26.063
11105, -18.600, 17.327, -26.063
11106, -18.600, 17.327, -26.063
11107, -18.306, 18.543, -24.401
11108, -18.306, 18.543, -24.401
11109, -18.306, 18.543, -24.401
11110, -18.306, 18.543, -24.401
11111, -18.306, 18.543, -24.401
11112, -18.747, 20.367, -24.401
11113, -18.747, 20.367, -24.401
11114, -18.747, 20.367, -24.401
11115, -18.747, 20.367, -24.401
11116, -18.747, 20.367, -24.401
11117, -19.188, 20.519, -22.134
11118, -19.188, 20.519, -22.134
11119, -19.188, 20.519, -22.134
11120, -19.188, 20.519, -22.134
11121, -19.188, 20.519, -22.134
11122, -19.629, 20.215, -21.530
11123, -19.629, 20.215, -21.530
11124, -19.629, 20.215, -21.530
11125, -19.629, 20.215, -21.530
11126, -19.629, 20.215, -21.530
11127, -19.629, 23.559, -21.077
11128, -19.629, 23.559, -21.077
11129, -19.629, 23.559, -21.077
11130, -19.629, 23.559, -21.077
11131, -19.629, 23.559, -21.077
11132, -18.747, 23.407, -18.810
11133, -18.747, 23.407, -18.810
11134, -18.747, 23.407, -18.810
11135, -18.747, 23.407, -18.810
11136, -18.747, 23.407, -18.810
11137, -18.747, 23.407, -19.868
11138, -18.747, 23.407, -19.868
11139, -18.747, 23.407, -19.868
11140, -18.747, 23.407, -19.868
11141, -18.747, 23.407, -19.868
11142, -20.217, 23.863, -18.357
11143, -20.217, 23.863, -18.357
11144, -20.217, 23.863, -18.357
11145, -20.217, 23.863, -18.357
11146, -20.217, 23.863, -18.357
11147, -20.658, 22.799, -16.544
11148, -20.658, 22.799, -16.544
11149, -20.658, 22.799, -16.544
11150, -20.658, 22.799, -16.544
11151, -20.658, 22.799, -16.544
11152, -20.511, 24.774, -17.148
11153, -20.511, 24.774, -17.148
11154, -20.511, 24.774, -17.148
11155, -20.511, 24.774, -17.148
11156, -20.511, 24.774, -17.148
11157, -20.658, 24.622, -14.429
11158, -20.658, 24.622, -14.429
11159, -20.658, 24.622, -14.429
11160, -20.658, 24.622, -14.429
11161, -20.658, 24.622, -14.429
11162, -21.541, 24.470, -12.918
11163, -21.541, 24.470, -12.918
11164, -21.541, 24.470, -12.918
11165, -21.541, 24.470, -12.918
11166, -21.541, 24.470, -12.918
11167, -21.394, 23.863, -13.371
11168, -21.394, 23.863, -13.371
11169, -21.394, 23.863, -13.371
11170, -21.394, 23.863, -13.371
11171, -21.394, 23.863, -13.371
11172, -21.982, 23.559, -9.594
11173, -21.982, 23.559, -9.594
11174, -21.982, 23.559, -9.594
11175, -21.982, 23.559, -9.594
11176, -21.982, 23.559, -9.594
11177, -23.158, 24.622, -9.896
11178, -23.158, 24.622, -9.896
11179, -23.158, 24.622, -9.896
11180, -23.158, 24.622, -9.896
11181, -23.158, 24.622, -9.896
11182, -23.599, 24.470, -6.572
11183, -23.599, 24.470, -6.572
11184, -23.599, 24.470, -6.572
11185, -23.599, 24.470, -6.572
11186, -23.599, 24.470, -6.572
11187, -23.746, 24.622, -5.666
11188, -23.746, 24.622, -5.666
11189, -23.746, 24.622, -5.666
11190, -23.746, 24.622, -5.666
11191, -23.746, 24.622, -5.666
11192, -20.952, 24.926, -2.191
11193, -20.952, 24.926, -2.191
11194, -20.952, 24.926, -2.191
11195, -20.952, 24.926, -2.191
11196, -20.952, 24.926, -2.191
11197, -24.040, 25.838, 0.378
11198, -24.040, 25.838, 0.378
11199, -24.040, 25.838, 0.378
11200, -24.040, 25.838, 0.378
11201, -24.040, 25.838, 0.378
11202, -22.423, 24.622, 1.586
11203, -22.423, 24.622, 1.586
11204, -22.423, 24.622, 1.586
11205, -22.423, 24.622, 1.586
11206, -22.423, 24.622, 1.586
11207, -23.305, 24.774, 4.608
11208, -23.305, 24.774, 4.608
11209, -23.305, 24.774, 4.608
11210, -23.305, 24.774, 4.608
11211, -23.305, 24.774, 4.608
11212, -21.541, 25.230, 7.781
11213, -21.541, 25.230, 7.781
11214, -21.541, 25.230, 7.781
11215, -21.541, 25.230, 7.781
11216, -21.541, 25.230, 7.781
11217, -21.541, 24.014, 7.781
11218, -21.541, 24.014, 7.781
11219, -21.541, 24.014, 7.781
11220, -21.541, 24.014, 7.781
11221, -21.541, 24.014, 7.781
11222, -20.952, 23.103, 9.745
11223, -20.952, 23.103, 9.745
11224, -20.952, 23.103, 9.745
11225, -20.952, 23.103, 9.745
11226, -20.952, 23.103, 9.745
11227, -18.894, 22.039, 10.803
11228, -18.894, 22.039, 10.803
11229, -18.894, 22.039, 10.803
11230, -18.894, 22.039, 10.803
11231, -18.894, 22.039, 10.803
11232, -20.070, 24.014, 15.789
11233, -20.070, 24.014, 15.789
11234, -20.070, 24.014, 15.789
11235, -20.070, 24.014, 15.789
11236, -20.070, 24.014, 15.789
11237, -18.159, 22.495, 15.335
11238, -18.159, 22.495, 15.335
11239, -18.159, 22.495, 15.335
11240, -18.159, 22.495, 15.335
11241, -18.159, 22.495, 15.335
11242, -18.600, 23.103, 17.148
11243, -18.600, 23.103, 17.148
11244, -18.600, 23.103, 17.148
11245, -18.600, 23.103, 17.148
11246, -18.600, 23.103, 17.148
11247, -18.747, 20.823, 19.415
11248, -18.747, 20.823, 19.415
11249, -18.747, 20.823, 19.415
11250, -18.747, 20.823, 19.415
11251, -18.747, 20.823, 19.415
11252, -16.835, 19.151, 20.170
11253, -16.835, 19.151, 20.170
11254, -16.835, 19.151, 20.170
11255, -16.835, 19.151, 20.170
11256, -16.835, 19.151, 20.170
11257, -16.247, 18.543, 24.250
11258, -16.247, 18.543, 24.250
11259, -16.247, 18.543, 24.250
11260, -16.247, 18.543, 24.250
11261, -16.247, 18.543, 24.250
11262, -16.100, 17.327, 23.796
11263, -16.100, 17.327, 23.796
11264, -16.100, 17.327, 23.796
11265, -16.100, 17.327, 23.796
11266, -16.100, 17.327, 23.796
11267, -14.483, 16.415, 25.609
11268, -14.483, 16.415, 25.609
11269, -14.483, 16.415, 25.609
11270, -14.483, 16.415, 25.609
11271, -14.483, 16.415, 25.609
11272, -14.483, 14.591, 25.307
11273, -14.483, 14.591, 25.307
11274, -14.483, 14.591, 25.307
11275, -14.483, 14.591, 25.307
11276, -14.483, 14.591, 25.307
11277, -12.718, 13.375, 26.365
11278, -12.718, 13.375, 26.365
11279, -12.718, 13.375, 26.365
11280, -12.718, 13.375, 26.365
11281, -12.718, 13.375, 26.365
11282, -10.954, 12.311, 29.235
11283, -10.954, 12.311, 29.235
11284, -10.954, 12.311, 29.235
11285, -10.954, 12.311, 29.235
11286, -10.954, 12.311, 29.235
11287, -10.660, 12.007, 30.897
11288, -10.660, 12.007, 30.897
11289, -10.660, 12.007, 30.897
11290, -10.660, 12.007, 30.897
11291, -10.660, 12.007, 30.897
11292, -9.190, 10.488, 31.200
11293, -9.190, 10.488, 31.200
11294, -9.190, 10.488, 31.200
11295, -9.190, 10.488, 31.200
11296, -9.190, 10.488, 31.200
11297, -8.307, 9.272, 32.106
11298, -8.307, 9.272, 32.106
11299, -8.307, 9.272, 32.106
11300, -8.307, 9.272, 32.106
11301, -8.307, 9.272, 32.106
11302, -6.396, 8.664, 33.315
11303, -6.396, 8.664, 33.315
11304, -6.396, 8.664, 33.315
11305, -6.396, 8.664, 33.315
11306, -6.396, 8.664, 33.315
11307, -5.661, 7.600, 33.768
11308, -5.661, 7.600, 33.768
11309, -5.661, 7.600, 33.768
11310, -5.661, 7.600, 33.768
11311, -5.661, 7.600, 33.768
11312, -3.896, 8.968, 34.826
11313, -3.896, 8.968, 34.826
11314, -3.896, 8.968, 34.826
11315, -3.896, 8.968, 34.826
11316, -3.896, 8.968, 34.826
11317, -2.573, 6.536, 33.315
11318, -2.573, 6.536, 33.315
11319, -2.573, 6.536, 33.315
11320, -2.573, 6.536, 33.315
11321, -2.573, 6.536, 33.315
11322, 0.074, 6.992, 34.221
11323, 0.074, 6.992, 34.221
11324, 0.074, 6.992, 34.221
11325, 0.074, 6.992, 34.221
11326, 0.074, 6.992, 34.221
11327, 2.720, 6.536, 34.070
11328, 2.720, 6.536, 34.070
11329, 2.720, 6.536, 34.070
11330, 2.720, 6.536, 34.070
11331, 2.720, 6.536, 34.070
11332, 3.897, 6.992, 34.221
11333, 3.897, 6.992, 34.221
11334, 3.897, 6.992, 34.221
11335, 3.897, 6.992, 34.221
11336, 3.897, 6.992, 34.221
11337, 6.543, 6.840, 32.711
11338, 6.543, 6.840, 32.711
11339, 6.543, 6.840, 32.711
11340, 6.543, 6.840, 32.711
11341, 6.543, 6.840, 32.711
11342, 8.602, 4.864, 33.164
11343, 8.602, 4.864, 33.164
11344, 8.602, 4.864, 33.164
11345, 8.602, 4.864, 33.164
11346, 8.602, 4.864, 33.164
11347, 11.690, 4.104, 32.862
11348, 11.690, 4.104, 32.862
11349, 11.690, 4.104, 32.862
11350, 11.690, 4.104, 32.862
11351, 11.690, 4.104, 32.862
11352, 13.454, 4.104, 33.164
11353, 13.454, 4.104, 33.164
11354, 13.454, 4.104, 33.164
11355, 13.454, 4.104, 33.164
11356, 13.454, 4.104, 33.164
11357, 14.336, 3.952, 30.897
11358, 14.336, 3.952, 30.897
11359, 14.336, 3.952, 30.897
11360, 14.336, 3.952, 30.897
11361, 14.336, 3.952, 30.897
11362, 15.513, 3.040, 33.164
11363, 15.513, 3.040, 33.164
11364, 15.513, 3.040, 33.164
11365, 15.513, 3.040, 33.164
11366, 15.513, 3.040, 33.164
11367, 17.277, 0.760, 31.804
11368, 17.277, 0.760, 31.804
11369, 17.277, 0.760, 31.804
11370, 17.277, 0.760, 31.804
11371, 17.277, 0.760, 31.804
11372, 17.571, -0.152, 31.955
11373, 17.571, -0.152, 31.955
11374, 17.571, -0.152, 31.955
11375, 17.571, -0.152, 31.955
11376, 17.571, -0.152, 31.955
11377, 19.777, -0.304, 32.106
11378, 19.777, -0.304, 32.106
11379, 19.777, -0.304, 32.106
11380, 19.777, -0.304, 32.106
11381, 19.777, -0.304, 32.106
11382, 20.071, -1.367, 31.049
11383, 20.071, -1.367, 31.049
11384, 20.071, -1.367, 31.049
11385, 20.071, -1.367, 31.049
11386, 20.071, -1.367, 31.049
11387, 21.688, -4.559, 30.897
11388, 21.688, -4.559, 30.897
11389, 21.688, -4.559, 30.897
11390, 21.688, -4.559, 30.897
11391, 21.688, -4.559, 30.897
11392, 24.041, -5.471, 27.876
11393, 24.041, -5.471, 27.876
11394, 24.041, -5.471, 27.876
11395, 24.041, -5.471, 27.876
11396, 24.041, -5.471, 27.876
11397, 24.923, -6.383, 27.725
11398, 24.923, -6.383, 27.725
11399, 24.923, -6.383, 27.725
11400, 24.923, -6.383, 27.725
11401, 24.923, -6.383, 27.725
11402, 27.129, -5.775, 26.818
11403, 27.129, -5.775, 26.818
11404, 27.129, -5.775, 26.818
11405, 27.129, -5.775, 26.818
11406, 27.129, -5.775, 26.818
11407, 27.570, -6.535, 25.912
11408, 27.570, -6.535, 25.912
11409, 27.570, -6.535, 25.912
11410, 27.570, -6.535, 25.912
11411, 27.570, -6.535, 25.912
11412, 29.040, -5.623, 24.250
11413, 29.040, -5.623, 24.250
11414, 29.040, -5.623, 24.250
11415, 29.040, -5.623, 24.250
11416, 29.040, -5.623, 24.250
11417, 29.040, -8.511, 23.494
11418, 29.040, -8.511, 23.494
11419, 29.040, -8.511, 23.494
11420, 29.040, -8.511, 23.494
11421, 29.040, -8.511, 23.494
11422, 31.540, -8.967, 22.890
11423, 31.540, -8.967, 22.890
11424, 31.540, -8.967, 22.890
11425, 31.540, -8.967, 22.890
11426, 31.540, -8.967, 22.890
11427, 30.657, -8.359, 22.285
11428, 30.657, -8.359, 22.285
11429, 30.657, -8.359, 22.285
11430, 30.657, -8.359, 22.285
11431, 30.657, -8.359, 22.285
11432, 31.981, -8.207, 19.415
11433, 31.981, -8.207, 19.415
11434, 31.981, -8.207, 19.415
11435, 31.981, -8.207, 19.415
11436, 31.981, -8.207, 19.415
11437, 31.981, -11.095, 19.415
11438, 31.981, -11.095, 19.415
11439, 31.981, -11.095, 19.415
11440, 31.981, -11.095, 19.415
11441, 31.981, -11.095, 19.415
11442, 32.422, -9.575, 19.113
11443, 32.422, -9.575, 19.113
11444, 32.422, -9.575, 19.113
11445, 32.422, -9.575, 19.113
11446, 32.422, -9.575, 19.113
11447, 33.598, -10.487, 19.415
11448, 33.598, -10.487, 19.415
11449, 33.598, -10.487, 19.415
11450, 33.598, -10.487, 19.415
11451, 33.598, -10.487, 19.415
11452, 32.422, -10.943, 18.508
11453, 32.422, -10.943, 18.508
11454, 32.422, -10.943, 18.508
11455, 32.422, -10.943, 18.508
11456, 32.422, -10.943, 18.508
11457, 33.304, -11.551, 18.357
11458, 33.304, -11.551, 18.357
11459, 33.304, -11.551, 18.357
11460, 33.304, -11.551, 18.357
11461, 33.304, -11.551, 18.357
11462, 33.598, -10.791, 17.602
11463, 33.598, -10.791, 17.602
11464, 33.598, -10.791, 17.602
11465, 33.598, -10.791, 17.602
11466, 33.598, -10.791, 17.602
11467, 32.716, -9.575, 18.508
11468, 32.716, -9.575, 18.508
11469, 32.716, -9.575, 18.508
11470, 32.716, -9.575, 18.508
11471, 32.716, -9.575, 18.508
11472, 34.480, -11.703, 18.055
11473, 34.480, -11.703, 18.055
11474, 34.480, -11.703, 18.055
11475, 34.480, -11.703, 18.055
11476, 34.480, -11.703, 18.055
11477, 34.039, -12.615, 17.904
11478, 34.039, -12.615, 17.904
11479, 34.039, -12.615, 17.904
11480, 34.039, -12.615, 17.904
11481, 34.039, -12.615, 17.904
11482, 34.333, -10.791, 17.300
11483, 34.333, -10.791, 17.300
11484, 34.333, -10.791, 17.300
11485, 34.333, -10.791, 17.300
11486, 34.333, -10.791, 17.300
11487, 33.892, -11.703, 16.393
11488, 33.892, -11.703, 16.393
11489, 33.892, -11.703, 16.393
